name,line
KAINE," … that it’s a good thing, not a bad thing, that it’s a good thing — not a bad thing — that we’re down from 175,000 troops deployed overseas to 15,000."
PENCE," And come on. Senator. Senator, that was even beneath you and Hillary Clinton. And that — that’s pretty low."
KAINE, But do you — do you think — do you think we should have — more nuclear weapons in the world will make us safer?
PENCE," Senator, the…"
KAINE, That’s what Donald Trump thinks.
PENCE, Ronald Reagan also said nuclear war should never be fought because it can never be won. And the United States of America needs to make investments in modernizing our nuclear force for both deterrence…
KAINE, But can you defend Donald Trump’s claim that more nations should get nuclear weapons?
PENCE," … and assurance to our allies. But let me go back to this Iran thing. I mean, he keeps saying that they prevented — that Hillary Clinton started the deal with the Iranians prevented Iran from getting a nuclear weapon."
KAINE, That’s what the Israeli joint chiefs of staff is saying right now.
PENCE," Well, that’s not what — that’s not what Israel thinks."
KAINE," Gadi Eizenkot, you can go check it."
PENCE, You wouldn’t necessarily know that.
KAINE, Go to the tape.
PENCE, I know you boycotted Prime Minister Netanyahu’s speech when he came before the Congress.
KAINE," No, I visited him in his office. I visited him in his office."
PENCE," You boycotted the speech. The point is, what this Iran — so-called Iran deal did was essentially guarantee — I mean, when I was in Congress, I fought hard on a bipartisan basis with Republican and Democrat members to move forward the toughest sanctions, it — literally in the history of the United States, against Iran."
KAINE, And then Hillary used them to get a deal.
PENCE," We were bringing them to heel, but the goal was always that we would only lift the sanctions if Iran permanently renounced their nuclear ambitions."
KAINE," Elaine, let me just mention one thing."
PENCE," They have not — Elaine, let me finish a sentence. They have not renounced their nuclear ambitions. And when the deal’s period runs out, there’s no limitation on them obtaining weapons. That…[crosstalk]"
QUIJANO," And very quickly, Senator."
KAINE, Elaine…
PENCE, … and the fact that they got $1.7 billion in a ransom payment…
QUIJANO," We need to talk about Russia. Very quickly, though, Senator, please."
PENCE, … is astonishing to the American people.
KAINE," Six times tonight, I have said to Governor Pence I can’t imagine how you can defend your running mate’s position on one issue after the next. And in all six cases, he’s refused to defend his running mate."
PENCE," Well, let’s — no, no, don’t put words in my mouth."
QUIJANO, All right.
PENCE, He’s going…[crosstalk]
KAINE, And yet he is asking everybody to vote for somebody that he cannot defend. And I just think that should be underlined.
PENCE," No, I’m — look…[crosstalk]"
QUIJANO," All right, gentlemen, let’s talk about Russia. This is a topic that has come up."
PENCE," I’m very, very happy to defend Donald Trump. If he wants to take these one at a time, I’ll take them one at a time."
QUIJANO, I will give you an opportunity to do that.
KAINE, More nations should get nuclear weapons. Try to defend that.
PENCE," Don’t put words in my mouth. Well, he never said that, Senator."
KAINE," He absolutely said it. Saudi Arabia, South Korea, Japan."
PENCE," Most of the stuff you’ve said, he’s never said."
QUIJANO," Gentlemen, Russia. Russian President Vladimir Putin invaded Ukraine, annexed Crimea, and has provided crucial military support to the Assad regime. What steps, if any, would your administration take to counter these actions? Senator Kaine?"
KAINE, You’ve got to be tough on Russia. So let’s start with not praising Vladimir Putin as a great leader. Donald Trump and Mike Pence have said he’s a great leader. And Donald Trump has business…
PENCE," No, we haven’t."
KAINE, … has business dealings — has business dealings with Russia that he refuses to disclose. Hillary Clinton has gone toe-to-toe with Russia. She went toe-to-toe with Russia as secretary of state to do the New START Agreement to reduce Russia’s nuclear stockpile. She’s had the experience doing it.
PENCE," Oh, that’s nonsense."
KAINE," He was on a TV show a couple months back, and he said, “I’ll guarantee you this, Russia’s not going into the Ukraine.” And he had to be reminded that they had gone into the Crimea two years before."
PENCE, He knew that.
KAINE," Hillary Clinton has gone toe-to-toe with Russia to work out a deal on New START. She got them engaged in a meaningful way to cap Iran’s nuclear weapons program. And yet she stood up to them on issues such as Syria and their invasion of Georgia. You’ve got to have the ability to do that, and Hillary does."
PENCE, But what’s it got to do with Russia?
KAINE," Every president since Richard Nixon has done it, and Donald Trump has said I’m doing business with Russia. The only way the American public will see whether he has a conflict of interest…"
PENCE," No, he hasn’t said that."
KAINE," He has, actually."
QUIJANO," Senator, your time is up. Governor?"
PENCE," Well, thanks. I’m just trying to keep up with the insult-driven campaign on the other side of the table."
KAINE," You know, I’m just saying facts about your running mate."
PENCE, Yeah.
KAINE, And I know you can’t defend.
QUIJANO," Senator, please. This is the governor’s two minutes."
PENCE," I’m happy to defend him, Senator. Don’t put words in my mouth that I’m not defending him."
KAINE, You’re not.
